Nombre,Info,Precio,Precio UF,Farmacia
Gesidol,Gesidol Infantil 120 mg/5 mL x 100 mL Jarabe,$8.595,0.26008105329951925,Ahumada
Panadol,Panadol Advance 500mg x 48 Comprimidos,$9.395,0.2842887138742273,Ahumada
Zafin,Zafin Caja 14 Comp. Rec,$5.995,0.1814061564317182,Ahumada
Zaledor,Zaledor P x 30 Comprimidos Recubiertos,$7.795,0.23587339272481125,Ahumada
Nastizol,Nastizol Compositum x 15 mL Solución Oral Para Gotas,$15.895,0.48097595604372995,Ahumada
Tapsin,Tapsin Limon Miel Jengibre Noche X 6,$11.995,0.3629636107420284,Ahumada
Trio-Val,Trioval X 100 Ml Suspensión Oral,$10.295,0.3115223320207738,Ahumada
Termo-Niofen,Termo-Niofen x 120 mL Suspensión Oral,$3.495,0.10575721713575566,Ahumada
Kitadol,Kitadol Duo X 10 Comp,$15.095,0.4567682954690219,Ahumada
Winasorb,Winasorb 150 mg/5 mL x 60 mL Jarabe,$14.895,0.4507163803253449,Ahumada
Cronotan,"Cronotan 37,5/325mg Caja 30comp",$2.995,0.09062742927656314,Ahumada
Cronus,Cronus x 20 Comprimidos,$3.495,0.10575721713575566,Ahumada
Doloten,Doloten 30comp Rec,$7.195,0.21771764729378024,Ahumada
Generico,Tramadol /Paracetamol 325/37.5 Mg 30c R,$14.795,0.4476904227535064,Ahumada
Zafin,Zafin x 28 Comprimidos Recubiertos,$19.195,0.5808325559144005,Ahumada
Zaldiar,Zaldiar x 20 Comprimidos Recubiertos,$18.195,0.5505729801960155,Ahumada
Supracalm,Supracalm 1 g x 20 Comprimidos Recubiertos,$10.995,0.3327040350236433,Ahumada
Xumadol,Xumadol 1 g Sobres x 20 Sobres Con Granulado Efervescente,$10.095,0.3054704168770968,Ahumada
Nastul,Nastul Compuesto x 10 Comprimidos Recubiertos,$5.045,0.15265955949925245,Ahumada
Winasorb,Winasorb 100 mg/mL x 25 mL Solución Oral para Gotas,$7.695,0.23284743515297274,Ahumada
Trio-Val,Trioval X 15 Ml Suspensión Oral Para Gotas,$16.095,0.4870278711874069,Ahumada
Cortigrip,Cortigrip Día Noche x 15 Comprimidos,$3.495,0.10575721713575566,Ahumada
Trio-Val,Trioval Sacht Dia Y Noche Caja 3 Sob,$3.995,0.12088700499494817,Ahumada
Cortigrip,Cortigrip x 10 Comprimidos,$4.295,0.12996487771046367,Ahumada
Nastizol,Nastizol Dia-Noche x 18 Comprimidos,$3.295,0.09970530199207865,Ahumada
Nastizol,Nastizol Compositum x 100 mL Jarabe,$3.595,0.10878317470759416,Ahumada
Nastizol,Nastizol Compositum x 10 Comprimidos Recubiertos,$3.795,0.11483508985127117,Ahumada
Trio-Val,Trioval X 10 Comprimidos Recubiertos,$6.746,0.20413109779622537,Ahumada
Generico,Paracetamol 500 mg x 16 Comprimidos,$8.995,0.27218488358687326,Ahumada
Tapsin,Tapsin 100 mg/mL x 15 mL Solución Oral Para Gotas,$3.521,0.10654396610443366,Ahumada
Tapsin,Tapsin 1000 mg SC x 20 Comprimidos Recubiertos,$4.695,0.14206870799781768,Ahumada
Tapsin,Tapsin 160 mg x 16 Comprimidos Masticables,$6.495,0.19653594429091073,Ahumada
Tapsin,Tapsin 1g Efervescente X 20 Sobres,$995,0.0301082778397931,Ahumada
Tapsin,Tapsin Puro Sin Cafeina 500 mg x 24 Comprimidos,$3.995,0.12088700499494817,Ahumada
Winasorb,Winasorb 150 mg/5 mL x 60 mL Jarabe,$8.695,0.2631070108713578,Ahumada
Xumadol,Xumadol 1 g x 20 Comprimidos,$3.045,0.0921404080624824,Ahumada
Trio-Val,Trioval Dia Y Noche X 20 Comprimidos Recubiertos,$7.595,0.22982147758113425,Ahumada
Gesidol,Gesidol Infantil 100 mg/mL x 15 mL Solución Oral Para Gotas,$2.995,0.09062742927656314,Ahumada
Trio-Val,Trioval X 100 Ml Suspensión Oral,$3.195,0.09667934442024015,Ahumada
Trio-Val,Trioval X 15 Ml Suspensión Oral Para Gotas,$15.095,0.4567682954690219,Ahumada
