Nombre,Info,Precio,Precio UF,Farmacia
Tapsin,Tapsin Caliente Día - Sabor Limón - Sobre de 5 g x ( 1 sobre ),$530,0.016037575130744063,Farmex
Desdol,Desdol x 20 comprimidos,$4.990,0.15099528283474126,Farmex
Dolider,Dolider x 10 comprimidos,$1.990,0.0602165556795862,Farmex
Tapsin,Tapsin Periodo x 30 comprimidos,$2.890,0.08745017382613271,Farmex
Predual,Predual x 10 comprimidos,$1.990,0.0602165556795862,Farmex
Cortigrip,Cortigrip x 10 comprimidos,$1.990,0.0602165556795862,Farmex
Brevex,Brevex x 20 comprimidos,$11.590,0.3507084825760824,Farmex
Nastifrin,Nastifrin Compuesto Jarabe x 100 mL,$9.290,0.28111145842379687,Farmex
Tapsin,Tapsin Puro Sin Cafeina 500 mg x 24 comprimidos,$1.490,0.04508676782039368,Farmex
Tapsin,Tapsin Dia y Noche Plus x 18 comprimidos,$2.990,0.09047613139797121,Farmex
Pack,Pack 3 Tapsin Noche Plus - Sabor Limón - Sobre de 5 g,$1.390,0.04206081024855518,Farmex
Pack,Pack 3 Tapsin Caliente Día Plus - Sabor Limón - Sobre de 5 g,$1.390,0.04206081024855518,Farmex
Doloten,Doloten x 30 comprimidos,$16.400,0.49625704178151436,Farmex
Nastul,Nastul compuesto x 10 comprimidos,$4.390,0.13283953740371024,Farmex
Tapsin,Tapsin Caliente Noche - Sabor Limón - Sobre de 5 g ( 1 sobre ),$530,0.016037575130744063,Farmex
Tapsin,"Tapsin Día Polvo - Sabor Limón, Miel y Jengibre - Sobre de 5 g x (1 sobre)",$660,0.019971319974134115,Farmex
Tapsin,"Tapsin Noche Polvo - Sabor Limón, Miel y Jengibre - Sobre de 5 g x (1 sobre)",$660,0.019971319974134115,Farmex
Tapsin,Tapsin Caliente Día Plus - Sabor Limón - Sobre de 5 g x ( 1 sobre ),$530,0.016037575130744063,Farmex
Tapsin,Tapsin Migraña x 10 comprimidos,$1.990,0.0602165556795862,Farmex
Tapsin,Tapsin Noche Plus - Sabor Limón - Sobre de 5 g x (1 sobre),$660,0.019971319974134115,Farmex
Tapsin,Tapsin Analgesico x 12 comprimidos,$990,0.029956979961201172,Farmex
Tapsin,Tapsin Periodo x 12 comprimidos,$1.290,0.03903485267671668,Farmex
Pasurta,"Pasurta 70 mg / 1 ml Solución Inyectable Jeringa Precargada ""Despacho Gratis solamente en algunas comunas de la Región Metropolitana""",$242.653,7.342576826793281,Farmex
Dulcolax,Dulcolax Perlas x 30 cápsulas,$7.990,0.24177400998989634,Farmex
Generico,Paracetamol 500 mg x 16 Comprimidos,$995,0.0301082778397931,Ahumada
Tapsin,Tapsin 1g Efervescente X 20 Sobres,$8.095,0.24495126544032675,Ahumada
Generico,Tramadol /Paracetamol 325/37.5 Mg 30c R,$8.195,0.24797722301216527,Ahumada
Gesidol,Gesidol Paracetamol Bioe.1gr X 20comp,$6.995,0.21166573215010323,Ahumada
Tapsin,Tapsin 160 mg x 16 Comprimidos Masticables,$8.395,0.25402913815584227,Ahumada
Tapsin,Tapsin 100 mg/mL x 15 mL Solución Oral Para Gotas,$3.045,0.0921404080624824,Ahumada
Kitadol,Kitadol 100 mg/mL x 15 mL Solución Oral Para Gotas,$3.995,0.12088700499494817,Ahumada
Tapsin,Tapsin Compuesto Dia 5 g x 6 Sobres Polvo Para Solución Oral,$3.195,0.09667934442024015,Ahumada
Kitadol,Kitadol 120 mg/5 mL x 60 mL Jarabe,$3.995,0.12088700499494817,Ahumada
Tapsin,Tapsin 1000 mg SC x 20 Comprimidos Recubiertos,$3.445,0.1042442383498364,Ahumada
Kitadol,Kitadol Forte x 10 Comprimidos Recubiertos,$8.995,0.27218488358687326,Ahumada
Tapsin,Tapsin M 30 Cap,$10.295,0.3115223320207738,Ahumada
Gesidol,Gesidol Infantil 100 mg/mL x 15 mL Solución Oral Para Gotas,$8.695,0.2631070108713578,Ahumada
Gesidol,Gesidol Infantil 120 mg/5 mL x 100 mL Jarabe,$2.095,0.06339381113001662,Ahumada
Kitadol,Kitadol 1 g x 18 Comprimidos,$2.445,0.07398466263145138,Ahumada
Kitadol,Kitadol 500 mg x 24 Comprimidos,$4.195,0.12693892013862518,Ahumada
Panadol,Panadol 80 mg x 20 Comprimidos Masticables,$2.995,0.09062742927656314,Ahumada
Panadol,Panadol Advance 500mg x 12 Comprimidos,$3.195,0.09667934442024015,Ahumada
Panadol,Panadol Advance 500mg x 48 Comprimidos,$8.595,0.26008105329951925,Ahumada
Panadol,Panadol Niños 100mg/Ml Gotas 15ml,$9.395,0.2842887138742273,Ahumada
Panadol,Panadol Niños 160mg/5ml Jarabe 90ml,$6.595,0.19956190186274922,Ahumada
Supracalm,Supracalm 1 g x 20 Comprimidos Recubiertos,$8.595,0.26008105329951925,Ahumada
Tapsin,Tapsin Puro Sin Cafeina 500 mg x 24 Comprimidos,$995,0.0301082778397931,Ahumada
Winasorb,Winasorb 100 mg/mL x 25 mL Solución Oral para Gotas,$1.495,0.045238065698985606,Ahumada
Tapsin,Tapsin Nocturno Caja 12 Comp.Displ.,$1.445,0.043725086913066355,Ahumada
Tapsin,Tapsin Limon Miel Jengibre Dia X 6,$3.495,0.10575721713575566,Ahumada
Predual,Predual Caja 10 Comp.,$2.395,0.07247168384553213,Ahumada
Xumadol,Xumadol 1 g x 20 Comprimidos,$2.495,0.07549764141737063,Ahumada
Tapsin,Tapsin Instaflu DN x 18 Comprimidos,$9.395,0.2842887138742273,Ahumada
Sevedol,Sevedol x 12 Comprimidos,$6.445,0.19502296550499146,Ahumada
Tapsin,Tapsin Periodo x 12 Comprimidos,$2.995,0.09062742927656314,Ahumada
Tapsin,Tapsin Forte x 20 Comprimidos Recubiertos,$1.995,0.06036785355817812,Ahumada
Nastul,Nastul Compuesto x 100 mL Jarabe,$3.645,0.1102961534935134,Ahumada
Panadol,Panadol Extra Advance 65/500 mg x 14 Comprimidos Recubiertos,$8.945,0.27067190480095404,Ahumada
Tapsin,Tapsin x 12 Comprimidos,$3.095,0.09365338684840165,Ahumada
Tapsin,Tapsin Puro Sin Cafeina 500 mg x 24 Comprimidos,$1.845,0.05582891720042037,Ahumada
Cotibin,Cotibin Día Y Noche x 21 Comprimidos Recubiertos,$4.195,0.12693892013862518,Ahumada
Tapsin,Tapsin M x 10 Comprimidos Recubiertos,$2.895,0.08760147170472464,Ahumada
Tapsin,Tapsin Periodo x 30 Comprimidos,$3.695,0.11180913227943266,Ahumada
Tapsin,Tapsin Forte x 30 Comprimidos Recubiertos,$3.945,0.11937402620902891,Ahumada
Tapsin,Tapsin x 30 Comprimidos,$3.395,0.10273125956391715,Ahumada
Panadol,Panadol 80 mg x 20 Comprimidos Masticables,$3.295,0.09970530199207865,Ahumada
Tapsin,Tapsin DN Dia/Noche x 18 Cápsulas,$4.245,0.12845189892454442,Ahumada
Tapsin,Tapsin Compuesto Noche 5 g x 6 Sobres Polvo Para Solución Oral,$3.495,0.10575721713575566,Ahumada
Nastizol,Nastizol Dia - Noche Caja 18 Comp.,$4.495,0.13601679285414067,Ahumada
Cronus,Cronus x 20 Comprimidos,$3.495,0.10575721713575566,Ahumada
Zafin,Zafin x 28 Comprimidos Recubiertos,$3.995,0.12088700499494817,Ahumada
Zaldiar,Zaldiar x 20 Comprimidos Recubiertos,$19.195,0.5808325559144005,Ahumada
Trio-Val,Trioval X 15 Ml Suspensión Oral Para Gotas,$26.895,0.8138312889459652,Ahumada
Tapsin,Tapsin Compuesto Dia 5 g x 1 Sobre Polvo Para Solución Oral,$745,0.02254338391019684,Ahumada
Tapsin,Tapsin Compuesto Noche 5 g x 1 Sobre Polvo Para Solución Oral,$745,0.02254338391019684,Ahumada
Bio Electro,Bio Electro 10 Comprimidos,$3.484,0.10542436180285342,Ahumada
Desdol,DESDOL CAJA 20 COMP. REC.,$4.645,0.14055572921189843,Ahumada
Nastigrip,Nastigrip Dia Noche x 18 Comprimidos,$8.195,0.24797722301216527,Ahumada
Kitadol,Kitadol 500 mg x 24 Comprimidos,$1.995,0.06036785355817812,Ahumada
Kitadol,Kitadol 1 g x 18 Comprimidos,$2.995,0.09062742927656314,Ahumada
Panadol,Panadol Niños 100mg/Ml Gotas 15ml,$995,0.0301082778397931,Ahumada
Cronotan,"Cronotan 37,5/325mg Caja 30comp",$1.495,0.045238065698985606,Ahumada
Doloten,Doloten 30comp Rec,$6.595,0.19956190186274922,Ahumada
Panadol,Panadol Niños 160mg/5ml Jarabe 90ml,$8.595,0.26008105329951925,Ahumada
Panadol,Panadol Advance 500mg x 12 Comprimidos,$2.795,0.08457551413288614,Ahumada
Tapsin,Tapsin Compuesto Dia 5 g x 6 Sobres Polvo Para Solución Oral,$3.495,0.10575721713575566,Ahumada
Tapsin,Tapsin Limon Miel Jengibre Dia X 6,$14.795,0.4476904227535064,Ahumada
Tramavolta,"Tramavolta 37,5 mg/325 mg x 30 Comprimidos Recubiertos",$9.295,0.2812627563023888,Ahumada
Brevex,Brevex x 20 Comprimidos Recubiertos,$12.195,0.36901552588570535,Ahumada
Gesidol,Gesidol Infantil 120 mg/5 mL x 100 mL Jarabe,$8.595,0.26008105329951925,Ahumada
Panadol,Panadol Advance 500mg x 48 Comprimidos,$9.395,0.2842887138742273,Ahumada
Zafin,Zafin Caja 14 Comp. Rec,$5.995,0.1814061564317182,Ahumada
Zaledor,Zaledor P x 30 Comprimidos Recubiertos,$7.795,0.23587339272481125,Ahumada
Nastizol,Nastizol Compositum x 15 mL Solución Oral Para Gotas,$15.895,0.48097595604372995,Ahumada
Tapsin,Tapsin Limon Miel Jengibre Noche X 6,$11.995,0.3629636107420284,Ahumada
Trio-Val,Trioval X 100 Ml Suspensión Oral,$10.295,0.3115223320207738,Ahumada
Termo-Niofen,Termo-Niofen x 120 mL Suspensión Oral,$3.495,0.10575721713575566,Ahumada
Kitadol,Kitadol Duo X 10 Comp,$15.095,0.4567682954690219,Ahumada
Winasorb,Winasorb 150 mg/5 mL x 60 mL Jarabe,$14.895,0.4507163803253449,Ahumada
Cronotan,"Cronotan 37,5/325mg Caja 30comp",$2.995,0.09062742927656314,Ahumada
Cronus,Cronus x 20 Comprimidos,$3.495,0.10575721713575566,Ahumada
Doloten,Doloten 30comp Rec,$7.195,0.21771764729378024,Ahumada
Generico,Tramadol /Paracetamol 325/37.5 Mg 30c R,$14.795,0.4476904227535064,Ahumada
Zafin,Zafin x 28 Comprimidos Recubiertos,$19.195,0.5808325559144005,Ahumada
Zaldiar,Zaldiar x 20 Comprimidos Recubiertos,$18.195,0.5505729801960155,Ahumada
Supracalm,Supracalm 1 g x 20 Comprimidos Recubiertos,$10.995,0.3327040350236433,Ahumada
Xumadol,Xumadol 1 g Sobres x 20 Sobres Con Granulado Efervescente,$10.095,0.3054704168770968,Ahumada
Nastul,Nastul Compuesto x 10 Comprimidos Recubiertos,$5.045,0.15265955949925245,Ahumada
Winasorb,Winasorb 100 mg/mL x 25 mL Solución Oral para Gotas,$7.695,0.23284743515297274,Ahumada
Trio-Val,Trioval X 15 Ml Suspensión Oral Para Gotas,$16.095,0.4870278711874069,Ahumada
Cortigrip,Cortigrip Día Noche x 15 Comprimidos,$3.495,0.10575721713575566,Ahumada
Trio-Val,Trioval Sacht Dia Y Noche Caja 3 Sob,$3.995,0.12088700499494817,Ahumada
Cortigrip,Cortigrip x 10 Comprimidos,$4.295,0.12996487771046367,Ahumada
Nastizol,Nastizol Dia-Noche x 18 Comprimidos,$3.295,0.09970530199207865,Ahumada
Nastizol,Nastizol Compositum x 100 mL Jarabe,$3.595,0.10878317470759416,Ahumada
Nastizol,Nastizol Compositum x 10 Comprimidos Recubiertos,$3.795,0.11483508985127117,Ahumada
Trio-Val,Trioval X 10 Comprimidos Recubiertos,$6.746,0.20413109779622537,Ahumada
Generico,Paracetamol 500 mg x 16 Comprimidos,$8.995,0.27218488358687326,Ahumada
Tapsin,Tapsin 100 mg/mL x 15 mL Solución Oral Para Gotas,$3.521,0.10654396610443366,Ahumada
Tapsin,Tapsin 1000 mg SC x 20 Comprimidos Recubiertos,$4.695,0.14206870799781768,Ahumada
Tapsin,Tapsin 160 mg x 16 Comprimidos Masticables,$6.495,0.19653594429091073,Ahumada
Tapsin,Tapsin 1g Efervescente X 20 Sobres,$995,0.0301082778397931,Ahumada
Tapsin,Tapsin Puro Sin Cafeina 500 mg x 24 Comprimidos,$3.995,0.12088700499494817,Ahumada
Winasorb,Winasorb 150 mg/5 mL x 60 mL Jarabe,$8.695,0.2631070108713578,Ahumada
Xumadol,Xumadol 1 g x 20 Comprimidos,$3.045,0.0921404080624824,Ahumada
Trio-Val,Trioval Dia Y Noche X 20 Comprimidos Recubiertos,$7.595,0.22982147758113425,Ahumada
Gesidol,Gesidol Infantil 100 mg/mL x 15 mL Solución Oral Para Gotas,$2.995,0.09062742927656314,Ahumada
Trio-Val,Trioval X 100 Ml Suspensión Oral,$3.195,0.09667934442024015,Ahumada
Trio-Val,Trioval X 15 Ml Suspensión Oral Para Gotas,$15.095,0.4567682954690219,Ahumada
